Date,Open,High,Low,Close,Adj Close,Volume
2025-01-02,56.86000061035156,57.34999847412109,56.29999923706055,56.34000015258789,55.64254379272461,2487200
2025-01-02,56.86000061035156,57.349998474121094,56.29999923706055,56.34000015258789,55.64254379272461,2487200
2025-01-03,56.59000015258789,56.959999084472656,55.70000076293945,55.939998626708984,55.24749755859375,2380800
2025-01-03,56.59000015258789,56.959999084472656,55.70000076293945,55.93999862670898,55.247501373291016,2380800
2025-01-06,56.28499984741211,57.900001525878906,56.28499984741211,56.939998626708984,56.2351188659668,2980800
2025-01-06,56.28499984741211,57.900001525878906,56.28499984741211,56.93999862670898,56.2351188659668,2980800
2025-01-07,56.709999084472656,57.65999984741211,56.65999984741211,57.029998779296875,56.324005126953125,2777700
2025-01-07,56.709999084472656,57.65999984741211,56.65999984741211,57.02999877929688,56.32400894165039,2777700
2025-01-08,57.0,57.19900131225586,56.46699905395508,57.150001525878906,56.44252395629883,2833700
2025-01-08,57.0,57.19900131225586,56.46699905395508,57.150001525878906,56.442527770996094,2833700
2025-01-10,55.68000030517578,57.43000030517578,55.68000030517578,57.09000015258789,56.38325881958008,3886500
2025-01-10,55.68000030517578,57.43000030517578,55.68000030517578,57.09000015258789,56.383262634277344,3886500
2025-01-13,57.20000076293945,60.029998779296875,57.20000076293945,59.93000030517578,59.188106536865234,3845400
2025-01-13,57.20000076293945,60.02999877929688,57.20000076293945,59.93000030517578,59.1881103515625,3845400
2025-01-14,60.060001373291016,60.970001220703125,60.0099983215332,60.88999938964844,60.13622283935547,3181600
2025-01-14,60.060001373291016,60.970001220703125,60.0099983215332,60.88999938964844,60.13622283935547,3181600
2025-01-15,61.63999938964844,61.900001525878906,60.33000183105469,60.91999816894531,60.16584396362305,3521100
2025-01-15,61.63999938964844,61.900001525878906,60.33000183105469,60.91999816894531,60.16585159301758,3521100
2025-01-16,60.91999816894531,61.68000030517578,60.619998931884766,61.630001068115234,60.86705780029297,2187700
2025-01-16,60.91999816894531,61.68000030517578,60.619998931884766,61.630001068115234,60.86706161499024,2187700
2025-01-17,61.66999816894531,62.43000030517578,61.599998474121094,62.31999969482422,61.54851531982422,2621600
2025-01-17,61.66999816894531,62.43000030517578,61.59999847412109,62.31999969482422,61.54851913452149,2621600
2025-01-21,62.86000061035156,63.15999984741211,62.220001220703125,63.119998931884766,62.33861541748047,2146500
2025-01-21,62.86000061035156,63.15999984741211,62.220001220703125,63.119998931884766,62.3386116027832,2146500
2025-01-22,62.95000076293945,63.16999816894531,62.45000076293945,62.5099983215332,61.73616027832031,2045000
2025-01-22,62.95000076293945,63.16999816894531,62.45000076293945,62.5099983215332,61.73616790771485,2045000
2025-01-23,62.5,64.2300033569336,62.29999923706055,64.19000244140625,63.39537048339844,3415700
2025-01-23,62.5,64.2300033569336,62.29999923706055,64.19000244140625,63.39536666870117,3415700
2025-01-24,64.20999908447266,64.31999969482422,63.332000732421875,63.959999084472656,63.168216705322266,2386000
2025-01-24,64.20999908447266,64.31999969482422,63.33200073242188,63.959999084472656,63.168216705322266,2386000
2025-01-27,64.52999877929688,64.72000122070312,63.79499816894531,64.47000122070312,63.67190933227539,3426900
2025-01-27,64.52999877929688,64.72000122070312,63.79499816894531,64.47000122070312,63.671905517578125,3426900
2025-01-28,64.44999694824219,64.86000061035156,64.11000061035156,64.27999877929688,63.484256744384766,3155500
2025-01-28,64.44999694824219,64.86000061035156,64.11000061035156,64.27999877929688,63.484256744384766,3155500
2025-01-29,64.44000244140625,65.44000244140625,64.23999786376953,65.0,64.1953353881836,4177400
2025-01-29,64.44000244140625,65.44000244140625,64.23999786376953,65.0,64.1953353881836,4177400
2025-01-30,65.29499816894531,66.23999786376953,64.88999938964844,66.1500015258789,65.33110809326172,3913700
2025-01-30,65.29499816894531,66.23999786376953,64.88999938964844,66.1500015258789,65.33110809326172,3913700
2025-01-31,65.80000305175781,66.16000366210938,64.93000030517578,65.2699966430664,64.46200561523438,3750100
2025-01-31,65.80000305175781,66.16000366210938,64.93000030517578,65.2699966430664,64.46199798583984,3750100
2025-02-03,64.31999969482422,65.12000274658203,63.150001525878906,64.61000061035156,63.81016540527344,4693900
2025-02-03,64.31999969482422,65.12000274658203,63.150001525878906,64.61000061035156,63.8101692199707,4693900
2025-02-04,65.20999908447266,65.9000015258789,64.87999725341797,65.69999694824219,64.88666534423828,3479700
2025-02-04,65.20999908447266,65.9000015258789,64.87999725341797,65.69999694824219,64.88668060302734,3479700
2025-02-05,63.36000061035156,65.01000213623047,63.0,63.81999969482422,63.02994918823242,8909400
2025-02-05,63.36000061035156,65.01000213623047,63.0,63.81999969482422,63.02994918823242,8909400
2025-02-06,63.56999969482422,64.38999938964844,60.91999816894531,62.36000061035156,61.5880241394043,11376800
2025-02-06,63.56999969482422,64.38999938964844,60.91999816894531,62.36000061035156,61.58802032470703,11376800
2025-02-07,62.5,64.61499786376953,61.9900016784668,62.34000015258789,61.56827163696289,5558700
2025-02-07,62.5,64.61499786376953,61.9900016784668,62.34000015258789,61.56827163696289,5558700
2025-02-10,62.81999969482422,63.13999938964844,62.060001373291016,62.209999084472656,61.43988037109375,3221900
2025-02-10,62.81999969482422,63.13999938964844,62.060001373291016,62.209999084472656,61.439876556396484,3221900
2025-02-11,62.08000183105469,63.459999084472656,61.83000183105469,62.970001220703125,62.19047164916992,4129000
2025-02-11,62.08000183105469,63.459999084472656,61.83000183105469,62.970001220703125,62.190467834472656,4129000
2025-02-12,62.25,62.75,61.9900016784668,62.060001373291016,61.29174041748047,2566100
2025-02-12,62.25,62.75,61.9900016784668,62.060001373291016,61.291744232177734,2566100
2025-02-13,62.27999877929688,62.90999984741211,61.9900016784668,62.86000061035156,62.08183288574219,2153900
2025-02-13,62.279998779296875,62.90999984741211,61.9900016784668,62.86000061035156,62.08183288574219,2153900
2025-02-14,63.5,64.44000244140625,63.11000061035156,63.959999084472656,63.168216705322266,3906200
2025-02-14,63.5,64.44000244140625,63.11000061035156,63.959999084472656,63.168216705322266,3906200
2025-02-18,64.0999984741211,64.83000183105469,63.77000045776367,64.45999908447266,63.662025451660156,3446200
2025-02-18,64.0999984741211,64.83000183105469,63.77000045776367,64.45999908447266,63.66202926635742,3446200
2025-02-19,63.61000061035156,64.30000305175781,63.33000183105469,63.63999938964844,62.85218048095703,2384000
2025-02-19,63.61000061035156,64.30000305175781,63.33000183105469,63.63999938964844,62.852176666259766,2384000
2025-02-20,63.7400016784668,63.95000076293945,63.20000076293945,63.83000183105469,63.03982925415039,2241900
2025-02-20,63.7400016784668,63.95000076293945,63.20000076293945,63.83000183105469,63.039825439453125,2241900
2025-02-21,63.63999938964844,63.72999954223633,62.53499984741211,62.7599983215332,61.983070373535156,2476700
2025-02-21,63.63999938964844,63.72999954223633,62.53499984741211,62.7599983215332,61.98307418823242,2476700
2025-02-24,63.34000015258789,63.38999938964844,62.52000045776367,62.61000061035156,61.83492660522461,3005100
2025-02-24,63.34000015258789,63.38999938964844,62.52000045776367,62.61000061035156,61.834930419921875,3005100
2025-02-25,62.83000183105469,63.2400016784668,62.290000915527344,62.97999954223633,62.20034790039063,2082000
2025-02-25,62.83000183105469,63.2400016784668,62.290000915527344,62.97999954223633,62.200347900390625,2082000
2025-02-26,63.130001068115234,63.130001068115234,62.180999755859375,62.79999923706055,62.02257537841797,3276200
2025-02-26,63.130001068115234,63.130001068115234,62.180999755859375,62.79999923706055,62.02257537841797,3276200
2025-02-27,62.91999816894531,63.76499938964844,62.5,62.81999969482422,62.04232406616211,4088000
2025-02-27,62.91999816894531,63.76499938964844,62.5,62.81999969482422,62.042327880859375,4088000
2025-02-28,62.9900016784668,63.060001373291016,61.74800109863281,62.97999954223633,62.20034408569336,3509600
2025-02-28,62.9900016784668,63.060001373291016,61.74800109863281,62.97999954223633,62.200347900390625,3509600
2025-03-03,63.05500030517578,63.5,60.029998779296875,60.400001525878906,59.81373977661133,4531700
2025-03-03,63.05500030517578,63.5,60.02999877929688,60.400001525878906,59.81373977661133,4531700
2025-03-04,60.34999847412109,60.52000045776367,59.02999877929688,59.79999923706055,59.21956253051758,3838900
2025-03-04,60.349998474121094,60.52000045776367,59.029998779296875,59.79999923706055,59.219566345214844,3838900
2025-03-05,59.93000030517578,61.20000076293945,59.709999084472656,61.15999984741211,60.56636428833008,3807500
2025-03-05,59.93000030517578,61.20000076293945,59.709999084472656,61.15999984741211,60.56636047363281,3807500
2025-03-06,61.0,61.529998779296875,60.29999923706055,60.86000061035156,60.26927185058594,3258600
2025-03-06,61.0,61.52999877929688,60.29999923706055,60.86000061035156,60.26927947998047,3258600
2025-03-07,60.599998474121094,61.20000076293945,59.970001220703125,60.560001373291016,59.97218704223633,3614200
2025-03-07,60.59999847412109,61.20000076293945,59.970001220703125,60.560001373291016,59.97218322753906,3614200
2025-03-10,60.08000183105469,60.7599983215332,59.435001373291016,60.2400016784668,59.655296325683594,4015800
2025-03-10,60.08000183105469,60.7599983215332,59.435001373291016,60.2400016784668,59.6552963256836,4015800
2025-03-11,60.2400016784668,60.5099983215332,59.65999984741211,59.970001220703125,59.38790893554688,4442400
2025-03-11,60.2400016784668,60.5099983215332,59.65999984741211,59.970001220703125,59.387916564941406,4442400
2025-03-12,59.959999084472656,60.470001220703125,58.55500030517578,59.0,58.42732620239258,3371700
2025-03-12,59.959999084472656,60.470001220703125,58.55500030517578,59.0,58.42733001708984,3371700
2025-03-13,58.77000045776367,59.2400016784668,58.09000015258789,58.59000015258789,58.02131271362305,3304000
2025-03-13,58.77000045776367,59.2400016784668,58.09000015258789,58.59000015258789,58.021305084228516,3304000
2025-03-14,59.09000015258789,59.91999816894531,58.77000045776367,59.81999969482422,59.2393684387207,2987600
2025-03-14,59.09000015258789,59.91999816894531,58.77000045776367,59.81999969482422,59.2393684387207,2987600
